,smiles,logP
13333,CCCC(S)S,2.2
13334,CCC(C)[CH-]OC,1.8
13335,C([C@@H](F)Br)Br,2.3
13336,C1=CSC=C1,1.8
13337,CCCCCCNI,2.5
13338,CC(C)[CH-]C=C,2.7
13339,COCCOCC[O-],0.2
13340,CP(C)S,0.4
13341,[2H][13C]([2H])([2H])S(=O)[13C]([2H])([2H])[2H],-0.6
13342,C[C@H]([C@@H](C)Cl)F,2.0
13343,C[CH]C(CO)O,-0.2
13344,CS(C)(C)CO,0.3
13345,COOPS,0.5
13346,C(F)(Br)(Br)Br,3.0
13347,CSNCCCO,-0.1
13348,C(CSCCO)[NH3+],-0.9
13349,CCP(O)O,-0.7
13350,CCCC(CO)Cl,1.5
13351,[CH2]/C=C/CCl,1.7
13352,COPCCO,-0.7
13353,CC(C)N(N)I,0.7
13354,C(CCBr)CF,2.0
13355,C(OP)(Cl)Cl,1.4
13356,CN(C)P(Br)Br,2.1
13357,CC(C)[C-](C)C,3.4
13358,CSSI,1.8
13359,CCCCCCSO,2.3
13360,CC(F)(F)F,1.7
13361,CN(C)CCC[CH2],1.7
13362,CCNC(N)O,-1.2
13363,C(CN)C[35SH],-0.1
13364,CCN(CC)N,0.3
13365,C(P(F)F)P(F)F,1.9
13366,C(C[NH2+]CC[NH3+])[NH3+],-2.1
13367,CN(N(C)Cl)Cl,1.2
13368,C(CCN)CCNN,-0.8
13369,[2H]C([2H])(C(OC)OC)O,-0.6
13370,CCCSCCCCl,2.7
13371,[2H]C(CC)(CC)O,1.2
13372,CCONOC,0.3
13373,C(S)SI,2.1
13374,CC(C)CCC[CH2],3.7
13375,COCCCOBr,1.2
13376,CC(C)CNBr,1.6
13377,C(CCCI)CCN,2.8
13378,C[C@@H](CNN)N,-1.5
13379,CC(C)C[N-]C,1.1
13380,CCCC(C)CC[CH2+],4.3
13381,CCCP(P)PP,0.5
13382,C[13CH2]I,2.1
13383,CC(C)([CH])OC,0.9
13384,CC(CCF)Cl,2.0
13385,C(C=O)NCl,-0.4
13386,[2H]C1(C(C(C1([2H])[2H])([2H])CO)([2H])[2H])[2H],0.8
13387,C[CH][CH]C(C)[CH]C,3.7
13388,C(CO)CPCl,0.4
13389,[2H]P(CO)I,0.2
13390,C(COCO)CS,0.1
13391,C=CCSCCl,2.2
13392,CSCCCCC[CH2],3.2
13393,[13CH](Cl)(Br)Br,2.6
13394,C(CSN)NCl,-0.4
13395,CCOCCNO,-0.5
13396,CC(C)(C)[P],0.9
13397,C(/C=C/I)Cl,2.0
13398,CP(C)NCO,-0.9
13399,CCOCC(C)C,1.8
13400,[CH2]CCCCN,1.5
13401,C(SCI)I,2.4
13402,[13CH3][13CH2]I,2.1
13403,CCN(CC)CBr,1.9
13404,C(=P)(F)P,-0.5
13405,C=CNOCCl,1.6
13406,[CH2-][C@H](CCO)Br,1.1
13407,CS(C)(C)P,0.8
13408,CCCOCSC,1.7
13409,CCCC(CI)N,1.7
13410,CCOOCCOC,0.3
13411,CCCPCCl,1.5
13412,[2H]P(=O)([2H])OCC,-0.2
13413,CCNCCOS,0.5
13414,[2H]C=C([2H])CI,2.1
13415,CC[C@H](CCN)O,-0.1
13416,CSNCCN,-0.7
13417,[2H]C(CCC)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],3.9
13418,[14CH2]([14CH2]Br)Br,2.0
13419,[3H]S(=S)CS,2.6
13420,CCCCCCCCl,4.2
13421,C=CCPCN,-0.3
13422,C(=C/S)\S,0.8
13423,[CH2]C(CCl)Cl,1.8
13424,CCN(S)I,1.5
13425,[2H]C([2H])(C([2H])(Cl)Cl)Cl,1.9
13426,CCC[S+](C)C,1.8
13427,CC(CCCS)O,1.0
13428,CNCCNNC,-0.9
13429,C(COCOO)O,-1.1
13430,COCSC=O,0.6
13431,CCC[NH2+]CC,1.1
13432,C(=CBr)F,1.3
13433,[2H]C(Cl)(Cl)Cl,2.3
13434,CCOOSS,1.4
13435,C(CC(F)F)CN,0.9
13436,C(N)(F)Cl,0.5
13437,CSSCCF,1.3
13438,[13CH3]CSC[13CH3],1.9
13439,CC(C)NCC[CH2],1.5
13440,CC(CCF)CF,2.1
13441,CCCC(CCC)I,4.5
13442,C[C@H]([C@@H](N)O)O,-1.5
13443,CC(OC)OS,0.9
13444,CCCCNNNN,-0.2
13445,C(CO)CSO,-0.3
13446,C(=N/N)\I,0.5
13447,CC(CP)Cl,0.9
13448,CCN(CF)CF,1.5
13449,[2H]C([2H])([2H])OC([2H])([2H])Br,0.9
13450,CCCSC(C)O,1.6
13451,C(C(CO)O)[NH3+],-2.0
13452,[2H][N+]([2H])([2H])CCCCCC,2.1
13453,C(F)SF,1.5
13454,CNNNNNNC,-1.4
13455,C(CP(N)P)F,-0.6
13456,CCN(CC)[NH2+][O-],0.2
13457,CCCCPPC,1.1
13458,CNCC[NH2+][CH2-],-0.6
13459,CNCOCNC,-0.6
13460,C=CCONN,-0.3
13461,C/C=C\[CH][CH][CH2],2.6
13462,C(C(CN)OF)N,-1.2
13463,C(CS)P=O,-0.5
13464,CONCCl,0.5
13465,C(CCOO)COO,-0.3
13466,COC(CO)N,-1.4
13467,CCC[CH]C=C,3.4
13468,CCCSCC,2.1
13469,C(COON)ON,-1.5
13470,[2H]C1(CC(C(C1([2H])[2H])([2H])[2H])C)[2H],3.4
13471,CCC(NS)S,1.6
13472,CC[C@H](C)CBr,2.7
13473,CC[C@H](CCBr)Br,3.1
13474,CSNCCNSC,0.2
13475,C(CN=N)CS,1.5
13476,C(CC(O)O)CO,-0.9
13477,CCCCCPI,2.6
13478,[2H]C([2H])(C)CBr,2.1
13479,CP(F)PO,-0.1
13480,COCC(N)N,-1.6
13481,C(C(CS)O)N,-1.0
13482,CC[CH]C[O+]=C,2.3
13483,C[C@@H](CC(C)O)O,0.1
13484,CCC(SCC)Cl,2.9
13485,C(OOOCCl)Cl,1.5
13486,C(=O)(P)P,-0.3
13487,C(C(Cl)Cl)C(Cl)Cl,3.3
13488,C1NNCP1,-0.8
13489,CC(Br)I,2.2
13490,C(O)(O)(O)P,-2.0
13491,[CH2]COCBr,1.3
13492,C1CS[PH2+]S1,0.6
13493,CN(C)CP,0.0
13494,C/C=C/PP,0.5
13495,C1[I-]I1S,2.6
13496,C(CO)C(O)F,-0.3
13497,CCCCCO[CH],1.9
13498,C(C(CI)CI)O,2.0
13499,CCOCOP,0.3
13500,CCC1CC[CH]1,3.0
13501,C(CC(Br)Br)CO,1.9
13502,CCNC(C)NCC,0.6
13503,CC(=C)CBr,2.3
13504,C(P(O)O)SO,-1.2
13505,[2H]C(C(C)(C)C)Cl,2.5
13506,CCC(CO)NC,0.1
13507,C(=O)C(O)Cl,-0.2
13508,CCCCN(C)N,1.0
13509,[2H]N(CCNI)F,-0.2
13510,[H][C@@]([2H])(CCC([2H])C[2H])CO,2.0
13511,CNP(OC)OC,-0.2
13512,C(SC(Cl)Cl)(Cl)Cl,3.8
13513,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])N,1.0
13514,[CH2-]C[CH]C[O+]=C,2.3
13515,C(C(CO)[NH3+])O,-2.0
13516,[2H]C([2H])(C([2H])([2H])S)S,0.8
13517,CC[C@@H](C)[C@H](C)CC,4.0
13518,C(=N)(P)P,-0.3
13519,CCCOOOOC,1.1
13520,CC(C)NNOC,0.4
13521,CC=[PH+]P,-1.1
13522,C(C(CO)P)O,-1.4
13523,C=C([S-])[S-],1.4
13524,C[I-]NCO,0.0
13525,C=C(F)Cl,1.8
13526,[3H]CI,1.5
13527,CCCCCNP,1.5
13528,CCC([CH-]S)N,0.5
13529,CC(C(N)N)O,-1.7
13530,C(C(N)O)(N)O,-2.7
13531,COCCCCl,1.0
13532,C[C@@H](CO)NCl,-0.2
13533,CCSSSSCC,2.5
13534,[13CH3]CCCCCBr,3.8
13535,CCCC[CH][CH][CH]C,3.9
13536,[CH2+]CCCCC[O-],3.5
13537,CCOC(C)S,1.3
13538,C[NH+](C)CBr,1.1
13539,C(=S)(Cl)I,2.3
13540,CC(F)SSC,1.8
13541,[2H]C1=CC=C(S1)[2H],1.8
13542,CC(C)(C)[NH2+]C,0.8
13543,C(CCl)OC=S,1.3
13544,CC[S+](C)OC,1.3
13545,CCCCCO[O],1.4
13546,CC(C)(C)SS,1.9
13547,C1=PN=NP1,-0.5
13548,CC(C(O)S)O,-0.3
13549,[2H]C(=C)CCCC,3.4
13550,C(O)P(O)[O-],-1.7
13551,COCCCCCl,1.4
13552,CC(OCl)Cl,2.0
13553,CC[CH-]N(C)C,1.2
13554,CC(C(Cl)Cl)Br,2.8
13555,CC(CCOC)Cl,1.5
13556,CC(C)(C)C[O-],2.4
13557,CSCCI,2.0
13558,CC(CCS)F,1.6
13559,C(=N\N)\SO,-0.3
13560,C(CS)OO,-0.1
13561,CC[C+](CC)OC,1.9
13562,CC(CCI)O,1.4
13563,CSSCNN,-0.2
13564,COCOCSC,0.8
13565,C(N=P)I,0.8
13566,CC(C)COF,1.9
13567,[3H]C(C([3H])(C([3H])([3H])O)O)O,-1.8
13568,CC(CNC)CCl,1.2
13569,CPP,-0.2
13570,C1CC(C1)CF,1.9
13571,C(CI)SN,0.8
13572,CC[C@@H](CN)NC,-0.2
13573,CC(C[N-]C)O,-0.5
13574,COCOCO,-0.6
13575,CC(CCOC)S,1.2
13576,CCC(CC)[NH3+],1.1
13577,CCC=CCF,1.9
13578,CCC[C@@H](CI)O,2.0
13579,CCOC[C@H](C)Br,1.6
13580,C(CNNCCN)N,-2.3
13581,CC=CBr,1.8
13582,C(C=CCF)F,1.2
13583,C(N)[P+](=O)[O-],-2.2
13584,[CH2-]CC[CH]CCCC[CH2+],4.5
13585,CCN(C)COC,0.6
13586,C(C(CI)O)Cl,1.3
13587,CCCCC(C)[CH-]C,4.3
13588,C[C@@H]([C@@H](C)Cl)O,1.0
13589,[2H]C1(C(OC(OC1([2H])[2H])([2H])[2H])([2H])[2H])[2H],-0.2
13590,C1COCC[CH]1,0.9
13591,CCCCCC[NH2+][O-],1.6
13592,CC(NC)S,0.6
13593,CC[CH+]CC(C)C,3.7
13594,CCON(C)S,1.2
13595,C[P+](O)(Br)Br,1.4
13596,[2H]C([2H])(C)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])Br,3.8
13597,C(CCP)CCP,0.7
13598,CCCCN[CH2],1.3
13599,CC(C)P(F)F,1.8
13600,C(N=O)(F)F,0.5
13601,CC(O)Br,0.8
13602,CC[C-]1CCC1,3.0
13603,[2H]P(C(C)C)I,1.6
13604,CC[C@H](CO)NC,0.1
13605,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])N,0.7
13606,CNN(C)CI,0.8
13607,C1=[C]N=[C]S1,0.4
13608,CCSCOCI,1.9
13609,CC(C(C)Cl)F,2.0
13610,C1CONNO1,-0.6
13611,[CH2]CCCCCCCl,4.2
13612,COCBr,0.9
13613,CC(CCCF)F,2.1
13614,[2H]C1([C@H](O1)CCl)[2H],0.5
13615,C(S)SP=O,0.2
13616,[CH2]C(F)(F)Cl,2.0
13617,[3H]C1=NC=CC=N1,-0.4
13618,C(=O)([O-])SCl,1.8
13619,CCNCCCNN,-0.7
13620,C1CC[N]NC1,0.0
13621,CNCCCNNC,-0.5
13622,CC([CH]O)NC,-0.5
13623,CCCCCO[NH3+],1.1
13624,C(C(CI)F)Cl,2.3
13625,CC(COOC)O,-0.1
13626,CCCC(C)[N-]C,1.5
13627,C(C(CBr)S)O,0.7
13628,C(CCI)CI,3.6
13629,CP=PPI,0.4
13630,C(CCl)N=N,1.4
13631,CCC(C)[NH2+]O,0.6
13632,CN(C)N(F)F,0.6
13633,C=CPCl,1.2
13634,C=C(O)I,1.2
13635,C[C@@H](CO)COC,0.2
13636,CCCCCC[15NH2],2.1
13637,C(COCCBr)O,0.2
13638,[12C](=O)(Cl)Cl,1.8
13639,CC(CNC)F,0.6
13640,C=CCSSO,1.1
13641,CNSOOO,-0.2
13642,CC(COO)OO,-0.6
13643,C1=CP=NN=N1,-1.1
13644,CC1[CH]CC[CH+]1,3.4
13645,CCCN(P)P,0.9
13646,C(P)(S)I,1.1
13647,CC([C@@H](O)Cl)O,0.0
13648,CC1OC(O1)C,0.3
13649,[2H]C([2H])([2H])C([2H])([2H])NCCN,-0.8
13650,C(=O)C(F)I,0.9
13651,C(=P)Br,0.1
13652,CCC(CCO)N,-0.1
13653,C(F)(F)Br,1.9
13654,[2H]C([2H])(C[C@@H](C([2H])([2H])O)O)O,-1.4
13655,CCCNSCl,1.9
13656,CSC(SC)Cl,2.4
13657,CC/C=C/I,2.4
13658,C(OP)OP,-0.2
13659,COCCNCS,0.0
13660,CPOCOPC,-0.2
13661,CCN(C)SI,1.9
13662,CC(CCNC)S,0.9
13663,COCCOCC[CH],0.8
13664,C[I-]SSP,2.1
13665,CCCCCO,1.6
13666,C(O)OCl,0.3
13667,CN/C=C\S,0.6
13668,[3H]C(S)I,1.3
13669,CC[C@H](O)SC,1.2
13670,[CH2+]CCCC[NH-],1.5
13671,CCPC=C,0.8
13672,C1=N[C+]=NS1,0.8
13673,CCCC[N-]Cl,1.3
13674,C1COCSC1,1.0
13675,CC[C@@H](CCl)Cl,2.4
13676,CCCCC[CH-]O,2.0
13677,CCC(OC)P,0.8
13678,CCN(CO)S,0.5
13679,C(OCl)F,1.3
13680,C1NN1SS,0.8
13681,[2H]C=CC([2H])C([2H])C([2H])C([2H])[2H],3.4
13682,C(F)SCI,2.1
13683,C(=[N])(Cl)Cl,1.9
13684,C(C(N)O)ON,-2.1
13685,C[C@@H](C(C)C)Br,2.7
13686,CCOCCCCI,2.8
13687,CNOOS,0.4
13688,C[N+](C)(C)CF,0.7
13689,CCCOCCSC,1.6
13690,C(O)[I-]CO,-0.3
13691,C[C@H](CCBr)Cl,2.4
13692,C[O+]=CCS,0.0
13693,C(CI)NCI,1.6
13694,CC(CCl)CBr,2.4
13695,CCC(CCBr)Cl,2.9
13696,CNCCCCCN,-0.1
13697,[2H]C([2H])([2H])C([2H])(C([2H])([2H])CCC)N,1.5
13698,C([13CH2]CBr)Br,2.4
13699,CPI,0.8
13700,COP(C)N,-0.8
13701,CCSCF,1.7
13702,CCCC=CCl,2.7
13703,CN[CH]C(O)O,-1.4
13704,CO[C](F)F,1.0
13705,CN(C)NCCCl,0.6
13706,CCCCCC[PH3+],2.7
13707,CCPCP,0.1
13708,C1C=I1,0.3
13709,C(N)S[CH]S,0.4
13710,CCPS,0.8
13711,[C+](Br)(Br)Br,2.8
13712,CC(NCl)OC,0.5
13713,C(CBr)OOOBr,1.9
13714,CC1OCCO1,0.2
13715,C(CO)C(O)S,-0.3
13716,[H][C@@]([2H])([C@@H](CO)O)O,-1.8
13717,CCSOOS,1.4
13718,CCCCC(N)P,0.9
13719,CN(C)CC[OH2+],-0.4
13720,CCOCS,0.8
13721,CCCNP=C,1.7
13722,COOOSOC,0.7
13723,CCCC[CH+]C(C)C,4.3
13724,C1SSCSSS1,2.0
13725,C(CN=N)CCl,1.8
13726,CNCCCNP,-0.4
13727,CC(CCOC)Br,1.6
13728,CC(C)(C)C[CH2-],3.0
13729,[2H]OCCCCO[2H],-0.8
13730,C(CCF)CNO,0.4
13731,C1COCCN1,-0.9
13732,CC(C)[C@H](N)I,1.4
13733,CCOCC(C)P,0.6
13734,C(CCCBr)CCS,2.7
13735,CC(CCBr)Br,2.5
13736,CS/C=C\SC,1.5
13737,C[C@H]1[C@@H]([Cl+]1)C,1.5
13738,C1C(O1)I,0.7
13739,CCN(CC)SF,2.0
13740,[2H][13CH]([C@@H](CO)O)O,-1.8
13741,CC(CF)I,2.1
13742,CCC(I)I,3.1
13743,C1(SS1)I,1.6
13744,C[S+](C)OCF,1.4
13745,C[C@H]([C@H](C)O)O,-0.9
13746,CC(C)C[S+](C)C,2.2
13747,[2H]C(CCC)Cl,2.6
13748,CNC(OC)OC,-0.2
13749,CC(CCO)[O],-0.4
13750,CN(C)I(Cl)Cl,2.3
13751,C[I-]CCI,3.5
13752,CN1N=NN=N1,0.1
13753,C=CSCCl,2.1
13754,C(CO)C(O)Cl,0.0
13755,C[CH]C(C)CO,1.2
13756,C(=S)OC=S,1.1
13757,CCCCSCCO,1.4
13758,[C-]I,1.5
13759,[2H]C([2H])(C([2H])([2H])I)O,0.6
13760,C/C=N\NI,0.5
13761,C=C(S)Cl,1.8
13762,CCCCOPC,1.2
13763,CSC(=[NH2+])N,0.2
13764,COCCSCCl,1.4
13765,CC(C[CH2])C=C,2.7
13766,CCN(C)CCN,-0.3
13767,[CH2-]CCC[C+]=C,3.4
13768,CCC(CCl)F,2.1
13769,[3H]I(F)[I-]C,2.9
13770,C(CC(O)O)C[O-],0.2
13771,CCCNCI,1.4
13772,CCSOC=O,0.9
13773,CSNCCOS,0.6
13774,CC(C=C)P,0.9
13775,CC(C)C[PH3+],1.2
13776,[CH2]CCOCCl,1.7
13777,CCCC[C]=O,1.1
13778,C([C@H](F)Cl)O,0.6
13779,CCCCCCNC,2.1
13780,CCC(C)OOO,1.0
13781,C(O)(O)(O)F,-1.3
13782,CCCNCN,-0.2
13783,CCCCPCP,0.9
13784,C1CP(C1)Br,1.0
13785,CCOOCCl,1.2
13786,C(CP=S)N,0.0
13787,CC/C=C\SC,2.0
13788,CONOCO,-0.7
13789,CC[C-](C)C=C,2.7
13790,CC([C-](C)C)S,2.3
13791,C/C=C\CBr,1.9
13792,[2H]C([2H])([2H])C([2H])([2H])OC(C)OC([2H])([2H])C([2H])([2H])[2H],0.8
13793,C(CF)C(CF)F,1.7
13794,COC(C[S-])OC,0.4
13795,CCSCC(C)Cl,2.3
13796,C(CSCCS)O,0.3
13797,[2H]C(=C(C([2H])([2H])[2H])OC([2H])([2H])[2H])[2H],1.2
13798,CCP(CC)CC,1.0
13799,C[C@@H](CCN)NC,-0.4
13800,CC(C)SC,1.7
13801,[3H]C([3H])N(C)C([3H])([3H])CNC,-0.2
13802,CC(CCSC)F,2.0
13803,[C-]#[N+]Br,1.1
13804,C([OH2+])(F)(F)F,0.8
13805,CCC(CC)C[NH2+][CH2-],1.8
13806,C(CNBr)N,-0.7
13807,[3H]C[P-]I,0.8
13808,[2H]C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[3H])([2H])[2H])([2H])[2H])[2H],3.4
13809,COOOOOOC,0.3
13810,[2H]C([2H])([2H])[C@H]([C@H](C)O)O,-0.9
13811,C[CH-]C(C)(C)C,3.0
13812,CC(C)COC,1.4
13813,[2H]C([2H])(C([2H])([2H])C([2H])([2H])Cl)C([2H])([2H])Cl,2.1
13814,C[N-]CCOC,-0.4
13815,C(CO)COCCO,-0.9
13816,CC(CCN)Cl,0.7
13817,CCC(CC)SCl,3.1
13818,[2H][13CH]([13C@H](C([2H])([2H])O)O)O,-1.8
13819,C1C(S1)CN,-0.2
13820,C(CNCl)NCl,-0.1
13821,C(P)(P)(P)Cl,0.0
13822,CNCCNO,-1.1
13823,COCC=S,0.2
13824,CC(CS)SC,1.6
13825,CC/C=C/CI,2.7
13826,C(CCl)[15NH3+],-0.1
13827,CCC(O)SS,1.3
13828,CCC(COC)N,0.1
13829,C(SN)SN,-0.7
13830,CCCC(CS)S,2.1
13831,C1COCCO1,-0.3
13832,CC(C)PC,0.7
13833,CC(C=S)N,-0.2
13834,CCSC=O,1.0
13835,CNCCC=S,-0.2
13836,C(COF)OCF,0.9
13837,C(=O)OSO,0.1
13838,[2H]C([2H])(C([2H])(C)C)I,2.8
13839,C1CN[CH]NC1,-0.4
13840,[CH-]1C=C[CH-]C=CC=C1,2.9
13841,CC[C@@H](CN)OC,0.1
13842,C(CSI)S,2.0
13843,[2H]C1CCN(C1)C,0.9
13844,C1=CP=PO1,-0.1
13845,CSNI,0.6
13846,C=CCCO[CH2],1.2
13847,CCCCN=P,1.3
13848,C(C(O)S)NN,-1.2
13849,CNCCSCF,0.9
13850,[2H]C([2H])(C([2H])([2H])O)C([2H])([2H])Cl,0.5
13851,[2H]C(=O)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],1.1
13852,COC(CCl)Cl,1.4
13853,CCCC(C)O,1.2
13854,CC(O)OCF,0.4
13855,COCOCCI,1.1
13856,C[C@H](CSC)NC,0.9
13857,C1COC[CH]N1,-0.9
13858,CCO[17O]CC,0.9
13859,CC(COC)I,1.6
13860,CCCCOCCO,0.8
13861,CC(CCO)OO,-0.3
13862,CC(OC)OCl,1.2
13863,COCCI,1.2
13864,CCC(=[CH])CC,2.9
13865,C1CPSO1,0.2
13866,CNCCON,-1.1
13867,CCC(CC[CH2])Br,3.2
13868,CC(CN)CNC,-0.3
13869,[2H]C(COC[3H])O[2H],-0.8
13870,C(OCS)S,0.8
13871,COC(=S)[S-],1.3
13872,C(CCS)CP,0.9
13873,C(PP)PP,-0.5
13874,C(=S)C(S)S,1.1
13875,CCNCCCBr,1.3
13876,C(CCl)C(O)Br,1.4
13877,CC(C)CCNF,1.5
13878,[2H]C([2H])(C(CBr)Br)Cl,2.4
13879,CC[125I],2.1
13880,CC(CC[CH2])O,1.2
13881,[2H]C([2H])([13C@@H]([13CH2]O)O)O,-1.8
13882,CC(CNC)S,0.5
13883,C(F)(Cl)(Cl)I,2.6
13884,CI(F)(F)F,3.0
13885,C(CBr)C(N)O,-0.1
13886,C(CBr)C(N)Br,1.3
13887,[2H]C(CC)I,2.6
13888,C(OP)(S)S,0.8
13889,COP(OC)ON,-0.7
13890,C=CC(O)S,0.6
13891,[CH]N([CH])CN([CH])[CH],0.4
13892,[2H][P+](=S)C,1.0
13893,[2H]C([3H])I,1.5
13894,CCC[N-]C(C)C,1.5
13895,C[I-]I,2.4
13896,CC[C@@H](C)CO,1.2
13897,[3H]C([3H])(C)CCCCCC,3.9
13898,CC(C)CSOC,1.8
13899,CCCOP=S,2.3
13900,C(PF)I,1.2
13901,[2H]C(C)(C)NC(C)C,1.4
13902,CC[C@@H](CO)O,-0.2
13903,[CH2]OCCOCCO,-0.9
13904,CCCCCSO,1.8
13905,CCC([CH2])Br,2.3
13906,[3H]C1=NC=CS1,0.4
13907,CC(CP)P,0.0
13908,C[C@@H](CCNC)O,-0.1
13909,CC=CCCI,2.9
13910,CN(C)SCS,1.1
13911,C(OF)I,1.4
13912,C(CS)C=O,-0.1
13913,C1CC[C-](C1)S,1.8
13914,C(CN)C[S-],-0.1
13915,C=CP(O)Cl,0.7
13916,CCCCN=C,2.6
13917,C(C=CI)N,0.4
13918,C1CC([CH]1)Br,1.9
13919,C(COOO)OO,-1.0
13920,CCCC(C)C[NH3+],1.5
13921,C1=[C]N=NC=N1,-0.8
13922,C(CN)C[S],-0.1
13923,C1CNPC1,-0.2
13924,CC/C=C\Cl,2.1
13925,CCOSSC,1.3
13926,[2H]C([2H])([2H])P(C)C([2H])([2H])[2H],-0.1
13927,C(COCCCl)[NH3+],-0.2
13928,CCSC(C)CN,0.7
13929,C=CCO[PH2+][O-],0.0
13930,[2H]C([2H])(C([2H])([2H])O[O])O,-1.1
13931,CC[C@@H](COC)N,0.1
13932,CCCOCNN,-0.1
13933,CCONNOC,0.0
13934,CCNN(C)N,-0.4
13935,CC(C)[CH]N(C)C,1.0
13936,CCC(CCl)I,2.7
13937,C=CC(O)P,0.0
13938,CCOCCN,-0.5
13939,CCNCCCCI,2.2
13940,C(CSC=O)O,0.0
13941,CC(C(O)O)Br,0.2
13942,[CH2+]CCCI,3.1
13943,CNPP,-0.4
13944,C(O)PCO,-1.3
13945,C(C(=O)[O-])Br,1.2
13946,CCNCCNO,-0.6
13947,CNCCCOS,0.5
13948,[2H]C([2H])([2H])C(C([2H])([2H])[2H])I,2.3
13949,CC(C)[I-]C(C)C,3.7
13950,C(=N\OCl)\Cl,2.2
13951,CC(CC(C)P)P,0.8
13952,CCONN(C)C,0.4
13953,CCCCNCC,1.6
13954,C[NH2+]C=CCl,1.1
13955,C(C(O)Cl)OP,0.0
13956,CC(P)SC,1.1
13957,CS/N=N\SC,1.5
13958,CC(N)OCS,0.1
13959,CC(C)[NH+](C)[CH2-],1.1
13960,[3H][I-]CS,1.3
13961,CSSSSSS,2.7
13962,C(C(Cl)Cl)OP,1.3
13963,C(NN)(F)(F)F,0.3
13964,[2H]C1=C(SC(=C1[2H])[2H])[2H],1.8
13965,C(C[ClH+])O,-0.1
13966,CC(CCN)I,1.2
13967,CCC(CNC)S,1.0
13968,C(=[NH2+])(Cl)Cl,1.9
13969,COC(F)I,1.3
13970,C1[C@H]([C@@H]1Br)Br,2.0
13971,C(C1SS1)O,0.2
13972,C(C(F)F)C(F)F,2.3
13973,CC(C(C)Br)Cl,2.4
13974,[2H]C(C(C)(C)C)O,1.3
13975,CSCSCBr,2.5
13976,C[C@@H](CCN)OC,-0.1
13977,CC[C@H](CO)F,0.8
13978,C(C(F)(F)F)I,2.4
13979,C1CO[C@H]1Br,1.1
13980,CP(CI)CI,1.4
13981,CCCSS,1.8
13982,C=CP(N)O,-0.8
13983,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])Br,2.1
13984,CCSCC=[CH-],1.9
13985,CC(C)[13C+](C)C,3.4
13986,CN(C)P(N)N,-1.3
13987,C[N+](C)(C)C[CH2],0.6
13988,C1CNCS[CH]1,0.7
13989,CSC/C=C/[CH2],1.8
13990,CC(C)N(Cl)Cl,1.7
13991,CCC(C)CO[CH],1.8
13992,C(F)(F)(F)P,1.1
13993,C(CO)[CH]C=O,-0.7
13994,CCC(C)OCS,1.8
13995,C1NCSO1,0.1
13996,C(CF)NI,0.5
13997,CCC(C)OCI,2.2
13998,C1(SS1)N,0.0
13999,[2H]C#CC([2H])([2H])Br,1.1
14000,C=S(O)O,1.8
14001,C(CS)NCCS,0.4
14002,CNS(C)(C)C,0.7
14003,[2H][13CH]([13C@]([2H])(CO)O)O,-1.8
14004,C(CC=S)CN,-0.3
14005,C(C=CN)Br,0.6
14006,CC(S)(Cl)Cl,2.1
14007,[CH](C([CH]O)O)O,-1.8
14008,C(F)(Br)I,2.2
14009,[CH2]CC(F)Cl,2.2
14010,CC[C@H](CO)[NH],-0.4
14011,C(N(O)O)N(O)O,-1.6
14012,CC(C)C(O)S,1.3
14013,CO/N=C\I,1.2
14014,C(CCl)SSCl,2.3
14015,C(=NCl)Cl,2.0
14016,CCCCC[NH2+]CC,2.0
14017,CC(NCl)O,-0.1
14018,CCCC(N)OC,0.6
14019,CCOCCCS,1.1
14020,CC(CC(C)[NH3+])[NH3+],-0.4
14021,C=[C]CCCI,3.2
14022,C(CBr)NBr,1.0
14023,C(CN)COCN,-1.3
14024,[2H]P([3H])([3H])(C([3H])(CC)I)I,2.5
14025,CSSCO,0.3
14026,[13CH2]1[13CH2]N[13CH2][13CH2]N1,-1.5
14027,CCC[C@@H](C)CBr,3.2
14028,CC(C)C[CH]OC,1.8
14029,CCCC[CH+]CCBr,4.4
14030,C1=CN=NN=[NH+]1,-0.6
14031,CC(C)CCCO,1.6
14032,CCCCC([CH2-])CC,4.3
14033,CCCNPF,1.1
14034,C(CPF)P,0.1
14035,C(S(=O)[O-])I,-0.4
14036,C1C(CS1)I,1.7
14037,C1=N[C]=NS1,0.8
14038,[2H]C1(CCC(C1N)([2H])[2H])[2H],0.6
14039,CCNCNC,-0.2
14040,C(CCl)NNCCCl,0.7
14041,[2H]C([2H])([2H])CCCCCCBr,4.4
14042,C[C@H]([C@H](C)Cl)Cl,2.3
14043,CN(C)CO[O],-0.3
14044,CC(C)COC[CH2],1.8
14045,CCCCCCC[11CH3],3.9
14046,C1C[NH+]CCN1,-1.5
14047,C1C(OO1)Cl,0.7
14048,C(CCCP)CCN,0.4
14049,CC(C=O)Cl,0.7
14050,C[C@@H](N)NCS,-0.2
